name,BUILDING,STREET,zip code,PHONE,object,,,
terra blues,149,bleeker st,10012,2127777776,4873,,,
bar 1849 grill,183,bleeker st,10012,2125053200,4874,,,
percys pizza,190,bleeker st,10012,2123881355,4875,,,
five guys famous burgers and fries,296,bleeker st,10014,2123679200,4876,,,
bond st,6,bond st,10012,2127772500,4877,,,
the smile,26,bond st,10012,6463295836,4878,,,
il buco restaurant,47,bond st,10012,2125331932,4879,,,
mile end sandwich,53,bond st,10012,2125292990,4880,,,
fish cheeks,55,bond st,10012,9179453797,4881,,,
le philosophe,55,bond st,10012,2123880038,4882,,,
golden manna bakery,16,bowery,10013,2122748816,4883,,,
win luck chinese restaurant,16,bowery,10013,2122677640,4884,,,
fleet bakery,24,bowery,10013,6462589018,4885,,,
white swan bakery,24,bowery,10013,2126193388,4886,,,
mcdonalds,26,bowery,10013,2124060426,4887,,,
great ny noodletown,28,bowery,10013,2123490923,4888,,,
kens asian taste,40,bowery,10013,2126080806,4890,,,
kam cheuh restaurant,40,bowery,10013,2127916868,4889,,,
sing kee seafood restaurant,42,bowery,10013,2122338666,4892,,,
eat inn restaurant,42,bowery,10013,2125713888,4891,,,
golden bridge,50,bowery,10013,2122278831,4894,,,
chineseamerican restaurant,76,bowery,10013,2129665747,4895,,,
dak bakery,90,bowery,10013,2126800138,4896,,,
elevate restaurant,93,bowery,10002,6463293416,4897,,,
the wu room,93,bowery,10002,2018858643,4898,,,
bamboo village restaurant,96,bowery,10013,2124962868,4899,,,
flaming kitchen,97,bowery,10002,2122958083,4900,,,
funny bbq,98,bowery,10013,2129650076,4901,,,
new hong wong seafood restaurant,100,bowery,10013,2122268778,4903,,,
fu wong restaurant,100,bowery,10013,2129662255,4902,,,
new tu do restaurant,102,bowery,10013,2129662666,4904,,,
little sheep mongolian hot pot,105,bowery,10002,8586882737,4905,,,
kamboat bakery cafe,111,bowery,10002,2122741822,4906,,,
capitale,130,bowery,10013,2123345500,4907,,,
bacchanal,146,bowery,10013,6463551840,4908,,,
168 bowery holding llc,168,bowery,10012,2123340288,4909,,,
vandal,199,bowery,10002,2124000199,4912,,,
crash mansion,199,bowery,10002,2129820740,4911,,,
congee bowery restaurant,207,bowery,10002,2127662828,4913,,,
morgensterns finest ice cream,215,bowery,10002,2122096784,4914,,,
katra,217,bowery,10002,2124733113,4915,,,
rebelle,218,bowery,10012,3133031138,4916,,,
pearl ash,220,bowery,10012,2128372370,4917,,,
hester street cafe,235,bowery,10002,9175872152,4918,,,
la gamelle,241,bowery,10002,2123880052,4919,,,
cata,245,bowery,10002,2125052282,4920,,,
maman,250,bowery,10012,2122260700,4921,,,
cherche midi,282,bowery,10012,2122263179,4922,,,
dbgb kitchen bar,299,bowery,10003,2129335300,4923,,,
slainte,304,bowery,10012,2122537030,4924,,,
duane park,308,bowery,10012,2127325555,4925,,,
310 bowery bar,310,bowery,10012,2124771166,4926,,,
saxon parole,316,bowery,10012,2122540350,4928,,,
agozar,324,bowery,10012,2126776773,4929,,,
bar primi,325,bowery,10003,6464427860,4930,,,
bowery electric,327,bowery,10003,2122280228,4931,,,
sro,334,bowery,10012,2124663300,4932,,,
gemma,335,bowery,10003,2125059100,4933,,,
the wren,344,bowery,10012,2123880148,4935,,,
sala,344,bowery,10012,2129796606,4934,,,
alidoro,348,bowery,10012,6466924330,4936,,,
sushi on jones,348,bowery,10012,9172701815,4937,,,
the butchers daughter,348,bowery,10012,3475933787,4938,,,
hecho en dumbo,354,bowery,10012,2129374245,4939,,,
marions continental,354,bowery,10012,2124757621,4940,,,
wise men,355,bowery,10003,6465904244,4941,,,
kings cross,356,bowery,10012,2123881655,4942,,,
phebes,359,bowery,10003,2123581902,4943,,,
west new malaysia restaurant,4648,bowery,10013,2129640284,4893,,,
paulaner brauhaus,265-267,bowery,10002,2127800300,4947,,,
zef cafe,70-74,bowery,10013,2129414754,4945,,,
white horse tavern,25,bridge st,10004,2126689046,4950,,,
bobby vann,25,broad st,10004,2123448463,4951,,,
bluestone lane coffee,30,broad st,10004,6466843771,4952,,,
champ gourmet,30,broad st,10004,2123634000,4953,,,
subway,30,broad st,10004,2129204568,4954,,,
crumbs bake shop,40,broad st,10004,6468441325,4955,,,
reserve cut,40,broad st,10004,2127470300,4956,,,
cosi,55,broad st,10004,2123445000,4957,,,
hale hearty soup,55,broad st,10004,6465903588,4958,,,
starbucks 23044,55,broad st,10004,2063188705,4961,,,
starbucks,55,broad st,10004,2063188705,4960,,,
hale hearty soups,55,broad st,10004,2125094100,4959,,,
au bon pain,60,broad st,10004,2126688873,4962,,,
pret a manger,60,broad st,10004,2123440176,4963,,,
flavors cafe,74,broad st,10004,2126689800,4964,,,
num pang sandwich shop,75,broad st,10004,6469644150,4965,,,
dig inn seasonal market,80,broad st,10004,2127764052,4966,,,
gregorys coffee,80,broad st,10004,6468838484,4967,,,
tabata,80,broad st,10004,9175878888,4969,,,
quiznos,80,broad st,10004,2127851018,4968,,,
le pain quotidien,85,broad st,10004,2126711620,4970,,,
broadstone bar kitchen,88,broad st,10004,6467070426,4971,,,
giuliano gourmet pizza deli,88,broad st,10004,2123440220,4972,,,
dunkin donuts,90,broad st,10004,2124227991,4974,,,
just salad,90,broad st,10004,6467964322,4975,,,
potbelly sandwich works,90,broad st,10004,6462894211,4976,,,
china chalet,90,broad st,10004,2127479099,4973,,,
anglers club of new york,101,broad st,10004,2124257333,4977,,,
rockwells,105,broad st,10004,2123633030,4978,,,
claudias coffee shop,125,broad st,10004,2123445215,4979,,,
sullivan cromwell,125,broad st,10004,2125583952,4980,,,
nuchas,0,broadway,10036,6464184761,4981,,,
snackbox nyc,0,broadway,10036,5166590464,4982,,,
chipotle mexican grill,2,broadway,10004,2123440941,4983,,,
rosens cafe,2,broadway,10004,2127859822,4984,,,
starbucks,2,broadway,10004,2123444290,4985,,,
carvel ice cream daylight donuts kung fu tea,9,broadway,10004,2127855688,4986,,,
cafe 11,11,broadway,10004,2124252233,4987,,,
cafe plaza deli,11,broadway,10004,2128094101,4988,,,
subway,11,broadway,10004,2122692830,4989,,,
primary,26,broadway,10004,2126580077,4990,,,
sophies restaurantentrance on 73 new street,26,broadway,10004,2128097755,4991,,,
bento nouveau,32,broadway,10004,2127470994,4992,,,
stir cafe,32,broadway,10004,2124255123,4993,,,
dunkin donuts,42,broadway,10004,2128459999,4994,,,
fresh co,42,broadway,10004,2123637374,4995,,,
gregorys coffee,42,broadway,10004,6466829225,4996,,,
sbarro,42,broadway,10004,3478854287,4999,,,
wikiwiki,42,broadway,10004,9179749763,5001,,,
meltbakery inc,42,broadway,10004,6465356358,4997,,,
restaurant associates llc,42,broadway,10004,3477582694,4998,,,
china chalet,47,broadway,10006,2129434380,5002,,,
tgi fridays,47,broadway,10006,2124838321,5003,,,
cafe exchange,49,broadway,10006,2124255000,5004,,,
pret a manger,50,broadway,10004,2123440105,5005,,,
united federation of teachers,52,broadway,10004,2125106412,5006,,,
variety cafe,65,broadway,10006,2124306888,5007,,,
bean n bean,71,broadway,10006,2124228083,5008,,,
champs deli,71,broadway,10006,2128098272,5009,,,
subway,111,broadway,10006,2122276323,5010,,,
panini co,115,broadway,10006,2127323110,5011,,,
starbucks,115,broadway,10006,2127329268,5012,,,
trinity place bar restaurant,115,broadway,10006,2129640939,5013,,,
ashbys specialty,120,broadway,10002,2125130702,5014,,,
manon cafe leonidas,120,broadway,10002,2127666100,5015,,,
the capital grille,120,broadway,10002,2123741811,5016,,,
brown brothers harriman,140,broadway,10005,2124738786,5017,,,
boba guys,150,broadway,10038,6179019264,5018,,,
mcdonalds,160,broadway,10038,2123852063,5020,,,
milk n honey,160,broadway,10038,2123624165,5021,,,
broadway cafe,160,broadway,10038,2127321728,5019,,,
moffee,165,broadway,10006,3473894497,5022,,,
starbucks,165,broadway,10006,2126086481,5023,,,
residence inn world trade center,170,broadway,10038,2126008900,5024,,,
bento sushi,173,broadway,10010,2124378744,5026,,,
pret a manger,179,broadway,10007,2126087501,5028,,,
franklin square cafe harper collins,195,broadway,10007,2122076962,5029,,,
nobu 195,195,broadway,10007,2127578655,5031,,,
starbucks,195,broadway,10007,2123851104,5032,,,
harper collins,195,broadway,10007,9176238875,5030,,,
dunkin donuts,200,broadway,10038,6468632164,5035,,,
irving farm coffee roasters,200,broadway,10038,6469187761,5036,,,
shake shack,200,broadway,10038,6462300319,5037,,,
wasabi sushi bento,200,broadway,10038,9174095238,5038,,,
wetzels pretzels,200,broadway,10038,7327522002,5039,,,
zaros family bakery,200,broadway,10038,6466493884,5040,,,
starbucks,222,broadway,10038,2126159700,5042,,,
oliva gourmet 225 bistro,225,broadway,10007,2129644496,5044,,,
naturally delicious,225,broadway,10007,2126083120,5043,,,
just salad,233,broadway,10279,2123555808,5045,,,
starbucks,233,broadway,10279,2126191529,5046,,,
woolworth tower kitchen,233,broadway,10279,2125712930,5047,,,
subway,250,broadway,10007,2123462533,5048,,,
potbelly sandwich works,280,broadway,10007,6462894206,5049,,,
the coffee bean tea leaf,280,broadway,10007,9174753831,5050,,,
chipotle mexican grill,281,broadway,10007,2123853506,5051,,,
andys deli,291,broadway,10007,2122274111,5052,,,
starbucks,291,broadway,10007,2124065312,5053,,,
atomic wings,311,broadway,10007,2125717667,5054,,,
la bellezza pizzeria,315,broadway,10007,2122273337,5055,,,
mcdonalds,317,broadway,10007,2127326407,5056,,,
pret a manger,319,broadway,10007,2129641614,5057,,,
dunkin donuts,321,broadway,10007,2018159686,5058,,,
dunkin donuts baskin robbins,321,broadway,10007,2125777550,5059,,,
arome,325,broadway,10007,2122337447,5060,,,
burger king,325,broadway,10007,2122477535,5061,,,
wichcraft,325,broadway,10007,2127800577,5062,,,
mon cher market,339,broadway,10013,2129650007,5063,,,
black burger roll n go pizza,362,broadway,10013,2127758540,5066,,,
harley davidson of new york city,378,broadway,10013,2122334369,5067,,,
joey pepperoni,381,broadway,10013,2122135558,5068,,,
cipotle mexican grill,404,broadway,10013,2122262172,5070,,,
cipotle mexican grill 2704,404,broadway,10013,3032222524,5071,,,
starbucks,405,broadway,10013,6466130148,5072,,,
sbarro,415,broadway,10013,2123347305,5073,,,
the international culinary institute,462,broadway,10013,2122198890,5076,,,
lecole,462,broadway,10013,2122193300,5074,,,
lecole restaurant,462,broadway,10013,8883242433,5075,,,
starbucks,471,broadway,10013,2122198787,5077,,,
drive 495,495,broadway,10012,2123349537,5078,,,
forty carrots,504,broadway,10012,2127295155,5079,,,
cafe bari,529,broadway,10012,2124314350,5080,,,
cafe duke,545,broadway,10012,2129825700,5081,,,
greenhouse cafe 557 broaday scholastic building,555,broadway,10012,2123436191,5082,,,
scholastic publications cafe,557,broadway,10012,2123436191,5083,,,
cafe angelique express,575,broadway,10012,2123432433,5084,,,
broadway gourmet,584,broadway,10012,2129416566,5086,,,
piccola pizza,594,broadway,10012,2122741818,5087,,,
chipotle mexican grill,625,broadway,10012,6469989464,5089,,,
coco crusweetwater social,643,broadway,10012,2122530477,5090,,,
kith treats,644,broadway,10012,6466486285,5091,,,
gregorys coffee,649,broadway,10012,9089025905,5092,,,
wendys,650,broadway,10012,2126745404,5093,,,
yogorino,657,broadway,10012,2124774111,5094,,,
starbucks,665,broadway,10012,9175340799,5095,,,
le basket,683,broadway,10012,2124209772,5097,,,
brazilia cafe,684,broadway,10010,6468526348,5099,,,
au bon pain,684,broadway,10010,2124201694,5098,,,
hungry ghost coffee bar and cafe at tisch,721,broadway,10003,2022706688,5100,,,
mcdonalds,724,broadway,10003,2125299660,5101,,,
fresh co,729,broadway,10003,2124737374,5103,,,
delion,729,broadway,10003,2122603759,5102,,,
think coffee,730,broadway,10012,2125333366,5104,,,
cozy soup burger,739,broadway,10003,2124775566,5105,,,
semsom,740,broadway,10003,2129792363,5106,,,
famous famiglia pizzeria,757,broadway,10003,2125352900,5108,,,
famous famiglia,757,broadway,10003,2123532900,5107,,,
bullys deli,759,broadway,10003,2122549755,5109,,,
bluestone lane,770,broadway,10003,2124771626,5110,,,
butterfield cafe,770,broadway,10003,2122064488,5111,,,
f b g b,770,broadway,10003,6462142164,5112,,,
facebook,770,broadway,10003,9178269213,5113,,,
starbucks coffee 26188,771,broadway,10003,2126159700,5000,,,
teavana,771,broadway,10003,2122285819,5116,,,
silver spurs,771,broadway,10003,2124735517,5114,,,
milk and hops,779,broadway,10003,2129955588,5117,,,
yooglers frozen yogurt,791,broadway,10003,6465902251,5119,,,
modern gourmet,793,broadway,10003,2126770047,5120,,,
le pain quotidien,801,broadway,10003,2126775277,5121,,,
the hummus and pita co,815,broadway,10003,6469444100,5122,,,
caffe bene,816,broadway,10003,2124321688,5123,,,
pret a manger,821,broadway,10003,2126736898,5125,,,
bens cookies,822,broadway,10003,5164106172,5126,,,
the bean,824,broadway,10003,2125107714,5127,,,
jivamuktea cafe,841,broadway,10012,2123530214,5130,,,
maison kayser,841,broadway,10012,2126523600,5131,,,
max brenner,841,broadway,10012,6464678803,5132,,,
cosi,841,broadway,10012,2126148544,5129,,,
regal union square stadium 14,850,broadway,10003,2122536266,5133,,,
peets coffee,853,broadway,10003,6467594933,5134,,,
pret a manger,857,broadway,10003,6465728010,5135,,,
union square delicatessen,857,broadway,10003,2122060453,5136,,,
chipotle mexican grill,864,broadway,10003,2122537860,5138,,,
ranch 1,864,broadway,10003,2129791111,5139,,,
roast kitchen,870,broadway,10003,2125299100,5140,,,
new andys deli,873,broadway,10003,2124771110,5141,,,
amc theatres,890,broadway,10003,2122608173,5142,,,
barn joo,893,broadway,10003,6463989663,5143,,,
juice press,895,broadway,10003,7872487777,5144,,,
juice press equinox,897,broadway,10003,2123889539,5146,,,
city chow cafe,897,broadway,10003,2125299160,5145,,,
beechers handmade cheese,900,broadway,10003,2124663340,5147,,,
craftbar,900,broadway,10003,2122542056,5148,,,
brooks brothers red fleece cafe,901,broadway,10003,2122283580,5149,,,
punch wined up,913,broadway,10010,2126736333,5150,,,
motivo,915,broadway,10010,2125057400,5151,,,
maison kayser,921,broadway,10010,2129791600,5153,,,
obica mozzarella bar,928,broadway,10010,2127772754,5155,,,
le pain quotidien,931,broadway,10010,6463969926,5156,,,
argo tea cafe,949,broadway,10010,6467557262,5157,,,
broadway cafe,1123,broadway,10010,2127279797,5158,,,
hill country chicken,1123,broadway,10010,2122576446,5159,,,
lukes lobster,1123,broadway,10010,6466570747,5160,,,
num pang sandwich shop,1129,broadway,10010,2126478889,5161,,,
inday,1133,broadway,10010,9175215012,5162,,,
la pecora bianca,1133,broadway,10010,2124989696,5163,,,
my place,1133,broadway,10010,2127410111,5164,,,
starbucks,1140,broadway,10001,2122136519,5165,,,
the little beet,1140,broadway,10001,2123678015,5166,,,
vin sur vingt,1140,broadway,10001,2129244442,5167,,,
the smith,1150,broadway,10001,2126854500,5168,,,
broadway pizza,1157,broadway,10001,2126794633,5169,,,
sweetgreen,1164,broadway,10001,6464498884,5170,,,
nomad,1170,broadway,10001,2127961500,5171,,,
the nomad restaurant,1170,broadway,10001,3474725660,5172,,,
dig inn,1178,broadway,10001,2125457867,5173,,,
lady m confections,1178,broadway,10001,2015668111,5174,,,
maxwells chophouse ny,1182,broadway,10001,2124811184,5175,,,
no 7 sub,1188,broadway,10001,2125321680,5176,,,
chalait,1214,broadway,10001,2129290266,5177,,,
gaonnuri,1250,broadway,10001,2129719045,5178,,,
kang suh,1250,broadway,10001,2125646845,5179,,,
very fresh noodles,1250,broadway,10001,3129655213,5180,,,
martinique cafe,1260,broadway,10001,2122446523,5181,,,
speedy deli,1271,broadway,10001,2126838997,5182,,,
the harold,1271,broadway,10001,2126861888,5183,,,
burger king,1313,broadway,10001,9089270130,5186,,,
shake shack,1333,broadway,10018,6467473444,5188,,,
uo cafe,1333,broadway,10018,2122931678,5189,,,
pronto pizza,1333,broadway,10018,2122441113,5187,,,
fresh co,1359,broadway,10018,2122537374,5192,,,
cafe metro,1359,broadway,10018,2122685555,5191,,,
bravo pizza,1367,broadway,10018,2122684499,5194,,,
dunkin donuts,1369,broadway,10018,6466493753,5195,,,
pitopia,1369,broadway,10018,2127926765,5196,,,
subway,1369,broadway,10018,2126438705,5197,,,
mr broadway kosher restaurant,1372,broadway,10018,2129212152,5198,,,
starbucks,1372,broadway,10018,2129210827,5199,,,
coco,1384,broadway,10018,2123322525,5201,,,
crumbs bake shop,1385,broadway,10018,6467800454,5202,,,
chipotle mexican grill,1400,broadway,10018,2122213514,5203,,,
simit and smith,1400,broadway,10018,2123980098,5205,,,
subway,1400,broadway,10018,2123021400,5206,,,
tossed red mango,1400,broadway,10018,9172000200,5207,,,
food exchange,1400,broadway,10018,2129447165,5204,,,
abigaels on broadway,1407,broadway,10018,2125751407,5208,,,
bento sushi noodles,1407,broadway,10018,2123981405,5209,,,
freshii,1407,broadway,10018,2127193737,5210,,,
harries diner,1407,broadway,10018,2122213666,5211,,,
hale hearty soup,1410,broadway,10018,2123541199,5213,,,
pret a manger,1410,broadway,10018,2127646795,5214,,,
schnitzel express,1410,broadway,10018,2129977770,5215,,,
andrews restaurant,1410,broadway,10018,2123823663,5212,,,
europa cafe,1412,broadway,10018,2123989822,5216,,,
the coffee bean tea leaf,1412,broadway,10018,2125753854,5217,,,
olive tree,1420,broadway,10018,2128400999,5218,,,
olive tree deli,1420,broadway,10018,2128405088,5219,,,
abitinos pizza,1435,broadway,10018,2127680043,5220,,,
shala gourmet,1435,broadway,10018,2128699414,5221,,,
orens daily roast,1440,broadway,10018,6462912090,5223,,,
mexicue,1440,broadway,10018,4802315637,5222,,,
chopt,1450,broadway,10018,2125244619,5225,,,
sushirrito,1450,broadway,10018,4152793472,5227,,,
roy rogers,1450,broadway,10018,2125637440,5034,,,
cafe duke,1450,broadway,10018,2123544558,5224,,,
the counter,1451,broadway,10036,2129976801,5229,,,
juan valdez cafe,1451,broadway,10036,2128717515,5228,,,
chopt,1460,broadway,10036,6465710601,5230,,,
starbucks,1460,broadway,10036,2128690191,5231,,,
charlie palmer at the knick 4th floor,1466,broadway,10036,2122044983,5232,,,
st cloud,1466,broadway,10036,9724444957,5233,,,
brooklyn diner,1500,broadway,10036,2122655400,5235,,,
starbucks,1500,broadway,10036,2122217515,5238,,,
brooklyn diner of times square,1500,broadway,10036,2127301202,5236,,,
china daily distribution corp,1500,broadway,10036,2125748000,5237,,,
bubba gump shrimp co,1501,broadway,10036,2123917100,5239,,,
hard rock cafe,1501,broadway,10036,2123433355,5240,,,
paramount cafe,1501,broadway,10036,2125752963,5241,,,
cookie partytoy r us,1514,broadway,10036,6463668800,5242,,,
juniors,1515,broadway,10036,2123022000,5243,,,
playstation theater,1515,broadway,10036,2129301940,5244,,,
refresh cafe,1515,broadway,10036,2128466290,5245,,,
viacom cafeteria,1515,broadway,10036,2122586290,5246,,,
viacom conference center,1515,broadway,10036,2128466633,5247,,,
starbucks,1530,broadway,10036,2123912079,5248,,,
atrium,1535,broadway,10036,2127048900,5249,,,
broadway lounge,1535,broadway,10036,2123981900,5250,,,
crossroads marriott marquis,1535,broadway,10036,2123981900,5251,,,
mariott marquiscrossroads bar,1535,broadway,10036,2123981900,5253,,,
marquis theater,1535,broadway,10036,2123544624,5254,,,
marriott marquis main kitchen,1535,broadway,10036,2127048977,5255,,,
marriott marquis pastry shop,1535,broadway,10036,2125364999,5256,,,
starbucks,1535,broadway,10036,2127048937,5258,,,
travel traders melita pastries,1535,broadway,10036,2125891351,5260,,,
room service kitchen,1535,broadway,10036,2123981900,5257,,,
view lounge,1535,broadway,10036,2127048900,5261,,,
encore,1535,broadway,10036,2127048834,5252,,,
times square cafe,1535,broadway,10036,2123981900,5259,,,
buca di beppo,1540,broadway,10036,2127646527,5262,,,
cbre1540,1540,broadway,10036,2127302730,5263,,,
planet hollywood,1540,broadway,10036,2123337827,5264,,,
lizzette pagan,1542,broadway,10036,9179308234,5265,,,
drink,1551,broadway,10036,2122057284,5266,,,
howard johnson,1551,broadway,10036,2123543104,5267,,,
tgi fridays,1552,broadway,10036,2129447352,5268,,,
mcdonalds,1560,broadway,10036,2129218900,5269,,,
the palace theater,1564,broadway,10036,2127308466,5270,,,
blue fin,1567,broadway,10036,2129181400,5272,,,
dos caminos,1567,broadway,10036,2129181300,5273,,,
izi,1567,broadway,10036,2129181405,5274,,,
w times square,1567,broadway,10036,2129181400,5275,,,
gingers double tree hotel,1568,broadway,10036,2127191600,5277,,,
center stage cafe,1568,broadway,10036,2124036326,5276,,,
morgan stanley,1585,broadway,10036,2127614043,5278,,,
starbucks,1585,broadway,10036,2125417515,5279,,,
kelloggs nyc,1600,broadway,10019,6468470055,5280,,,
stage door deli,1600,broadway,10019,2125864318,5281,,,
brassierie 1605broadway 49 bar lounge main kitchen,1605,broadway,10019,2123156000,5282,,,
crowne plazatimes square banquet kitchen,1605,broadway,10019,2129774000,5283,,,
sbarro,1606,broadway,10019,2127078214,5284,,,
caffe bene,1611,broadway,10019,2125862010,5285,,,
times square grill,1611,broadway,10019,2122461960,5286,,,
green apple gourmet,1625,broadway,10019,2127670198,5288,,,
belly delly deli,1625,broadway,10019,2123335650,5287,,,
ruby foos,1626,broadway,10019,2124895600,5289,,,
allianz cafeteria,1633,broadway,10019,2127393664,5291,,,
circle in the square theatre,1633,broadway,10019,2126641591,5292,,,
juice press,1633,broadway,10019,9172874668,5296,,,
equinox,1633,broadway,10019,6467478600,5295,,,
city chow,1633,broadway,10019,2124450600,5293,,,
cosi,1633,broadway,10019,2123979838,5294,,,
mars 2112,1633,broadway,10019,2125822112,5297,,,
ambassador theatre,1634,broadway,10019,2125867610,5298,,,
nanking,1634,broadway,10019,2125863100,5299,,,
seattle cafe,1634,broadway,10019,2122624611,5300,,,
ellens stardust diner,1650,broadway,10019,2129565151,5301,,,
iridium restaurant jazz club,1650,broadway,10019,2125822121,5302,,,
ron sturm,1650,broadway,10019,2125820161,5303,,,
mc donalds,1651,broadway,10019,2125865530,5304,,,
mcdonalds,1651,broadway,10019,2125865530,5305,,,
starbucks,1656,broadway,10019,2123977124,5306,,,
1657 broadway deli,1657,broadway,10019,2129560099,5307,,,
art cafe restaurant,1657,broadway,10019,2122466790,5308,,,
crown deli,1674,broadway,10019,2129568410,5309,,,
flash dancers,1674,broadway,10019,2123155107,5311,,,
deep diner music,1674,broadway,10019,2129779263,5310,,,
leones pizza pasta,1674,broadway,10019,2122651308,5312,,,
mr robata,1674,broadway,10019,2127571030,5313,,,
crumbs bake shop,1675,broadway,10019,2709080725,5314,,,
re sources,1675,broadway,10019,2124683118,5315,,,
starbucks,1675,broadway,10019,2127570966,5316,,,
tgi fridays,1680,broadway,10019,2127678326,5318,,,
roy rogers,1680,broadway,10019,2127648324,5317,,,
winter garden theater,1681,broadway,10019,2125867610,5319,,,
steak n shake,1695,broadway,10019,2122476584,5321,,,
ranch 1,1695,broadway,10019,2122627171,5320,,,
angelos pizza,1697,broadway,10019,2122458811,5322,,,
pret a manger,1700,broadway,10019,6468613030,5324,,,
the coffee bean tea leaf,1700,broadway,10019,9174759221,5326,,,
brasserie maison,1700,broadway,10019,2127572233,5323,,,
the bistro at the courtyard residence inn by marriott,1717,broadway,10019,2123243773,5329,,,
99 cent fresh pizza,1723,broadway,10019,2122452155,5330,,,
sakura japanese restaurant,1723,broadway,10019,2123931144,5331,,,
apple jack diner,1725,broadway,10019,2125866075,5332,,,
brasserie cognac,1740,broadway,10019,2127573600,5333,,,
starbucks,1740,broadway,10019,2129048817,5335,,,
geisha,1740,broadway,10019,2128131113,5334,,,
random house,1745,broadway,10019,2125474455,5336,,,
joe the juice,1758,broadway,10019,9175665727,5337,,,
fpb bakery,1775,broadway,10019,2129561775,5338,,,
argo tea cafe,1792,broadway,10019,6465027250,5339,,,
grom,1796,broadway,10019,2129743444,5340,,,
maison kayser,1800,broadway,10019,2122454100,5341,,,
hams market incorporated,1802,broadway,10019,2122455898,5342,,,
starbucks,1841,broadway,10023,2123070162,5343,,,
sapphire,1845,broadway,10023,2122454444,5344,,,
new york institute of technology,1849,broadway,10023,6462736082,5345,,,
starbucks,1889,broadway,10023,2122451345,5347,,,
breads bakery,1890,broadway,10023,2126971463,5348,,,
bar boulud,1900,broadway,10025,2125950303,5349,,,
boulud sud,1900,broadway,10025,2125951313,5350,,,
cafe fiorello,1900,broadway,10025,2125955330,5351,,,
the smith,1900,broadway,10025,2124965700,5358,,,
fiorellos,1900,broadway,10025,2125955330,5354,,,
epicerie boulud,1900,broadway,10025,2125959606,5353,,,
houlihans,1900,broadway,10025,2123398863,5355,,,
tsthree hospitality,1900,broadway,10025,6468376273,5359,,,
coastal at lincoln plaza,1900,broadway,10025,2127218583,5352,,,
josephina restaurant,1900,broadway,10025,2127991000,5356,,,
sushi a gogo,1900,broadway,10025,2127247340,5357,,,
american table cafe and bar allice tully hall,1941,broadway,10023,2126714200,5360,,,
sugar factory broadway,1991,broadway,10023,2127699500,5362,,,
ollies,1991,broadway,10023,2125958181,5361,,,
amc theatres,1992,broadway,10023,2123365020,5363,,,
nanoosh,2012,broadway,10023,2123627922,5364,,,
luce restaurant enoteca,2014,broadway,10023,2127241400,5366,,,
la fenice,2014,broadway,10023,2125791337,5365,,,
dan tempura,2018,broadway,10023,2128775255,5367,,,
dan tempura house,2018,broadway,10023,2128774969,5368,,,
barcibo enoteca,2020,broadway,10023,2125952805,5370,,,
west side restaurant,2020,broadway,10023,2127244000,5371,,,
albertinas fine foods,2020,broadway,10023,2125793700,5369,,,
paris baguette,2039,broadway,10023,2124960404,5372,,,
subway,2039,broadway,10023,2127693100,5373,,,
pinkberry,2041,broadway,10023,2125803410,5375,,,
panda newstand,2041,broadway,10023,2123623975,5374,,,
starbucks,2045,broadway,10023,2124961551,5376,,,
little italy pizza,2047,broadway,10023,2123628822,5377,,,
maoz falafel and grill,2047,broadway,10023,2123622622,5378,,,
mcdonalds,2049,broadway,10023,2127240435,5379,,,
just salad,2056,broadway,10023,6463551849,5380,,,
le pif,2058,broadway,10023,2127992253,5381,,,
cafe 71,2061,broadway,10023,2128752100,5382,,,
city bites deli,2061,broadway,10023,2125803076,5383,,,
tasty cafe,2062,broadway,10023,2125956500,5384,,,
gigi cafe,2067,broadway,10023,2125017500,5385,,,
rice bowl,2067,broadway,10023,2127217600,5386,,,
grays papaya,2080,broadway,10023,2127990243,5387,,,
forty carrots,2085,broadway,10023,2126343190,5388,,,
le pain quotidien,2098,broadway,10023,2123599000,5390,,,
cafe margot patisserie,2109,broadway,10023,2127210076,5391,,,
barre cafe at steps,2121,broadway,10023,2128742410,5392,,,
beacon theatre,2124,broadway,10023,2123248015,5393,,,
beacon bar,2130,broadway,10023,2127871100,5395,,,
viand cafe,2130,broadway,10023,2128772888,5396,,,
starbucks,2140,broadway,10023,2125801141,5397,,,
cosi,2160,broadway,10024,2123282501,5398,,,
maison kayser,2161,broadway,10024,2128735900,5400,,,
fratelli la bufala,2161,broadway,10024,2124965303,5399,,,
nikos mediterranean grill,2161,broadway,10024,2128737000,5401,,,
beard papas cream puffs,2167,broadway,10024,2127993770,5402,,,
the coffee bean tea leaf,2169,broadway,10024,2127992020,5403,,,
redfarm,2170,broadway,10024,2127249700,5404,,,
millefeuille bakery,2175,broadway,10024,2123626261,5407,,,
big nicks burger joint,2175,broadway,10024,2123629238,5405,,,
big nicks pizza,2175,broadway,10024,2127242010,5406,,,
locl bar,2178,broadway,10024,2126513319,5409,,,
nylo nyc,2178,broadway,10024,2126513308,5410,,,
serafina,2178,broadway,10024,2125950092,5411,,,
geisha table,2178,broadway,10024,2125950094,5408,,,
kos sushi,2182,broadway,10024,2126776921,5413,,,
ruby foos,2182,broadway,10024,2127246700,5414,,,
cosi,2186,broadway,10024,2125952016,5415,,,
new pizza town,2196,broadway,10024,2127692323,5417,,,
europan cafe,2197,broadway,10024,2124966100,5418,,,
